County,New Probable 2020-11-01,New Probable 2020-11-02,New Probable 2020-11-03,New Probable 2020-11-04,New Probable 2020-11-05,New Probable 2020-11-06,New Probable 2020-11-07,New Probable 2020-11-08,New Probable 2020-11-09,New Probable 2020-11-10,New Probable 2020-11-11,New Probable 2020-11-12,New Probable 2020-11-13,New Probable 2020-11-14,New Probable 2020-11-15,New Probable 2020-11-16,New Probable 2020-11-17,New Probable 2020-11-18,New Probable 2020-11-19,New Probable 2020-11-20,New Probable 2020-11-21,New Probable 2020-11-22,New Probable 2020-11-23,New Probable 2020-11-24,New Probable 2020-11-25,New Probable 2020-11-26,New Probable 2020-11-27,New Probable 2020-11-28,New Probable 2020-11-29,New Probable 2020-11-30,New Probable 2020-12-01,New Probable 2020-12-02,New Probable 2020-12-03,New Probable 2020-12-04,New Probable 2020-12-05,New Probable 2020-12-06,New Probable 2020-12-07,New Probable 2020-12-08,New Probable 2020-12-09,New Probable 2020-12-10,New Probable 2020-12-11,New Probable 2020-12-12,New Probable 2020-12-13,New Probable 2020-12-14,New Probable 2020-12-15,New Probable 2020-12-16,New Probable 2020-12-17,New Probable 2020-12-18,New Probable 2020-12-19,New Probable 2020-12-20,New Probable 2020-12-21,New Probable 2020-12-22,New Probable 2020-12-23,New Probable 2020-12-24,New Probable 2020-12-25,New Probable 2020-12-26,New Probable 2020-12-27,New Probable 2020-12-28,New Probable 2020-12-29,New Probable 2020-12-30,New Probable 2020-12-31,New Probable 2021-01-01,New Probable 2021-01-02,New Probable 2021-01-03,New Probable 2021-01-04,New Probable 2021-01-05,New Probable 2021-01-06,New Probable 2021-01-07,New Probable 2021-01-08,New Probable 2021-01-09,New Probable 2021-01-10,New Probable 2021-01-11,New Probable 2021-01-12,New Probable 2021-01-13,New Probable 2021-01-14,New Probable 2021-01-15,New Probable 2021-01-16,New Probable 2021-01-17,New Probable 2021-01-18,New Probable 2021-01-19,New Probable 2021-01-20,New Probable 2021-01-21,New Probable 2021-01-22,New Probable 2021-01-23,New Probable 2021-01-24,New Probable 2021-01-25,New Probable 2021-01-26,New Probable 2021-01-27,New Probable 2021-01-28,New Probable 2021-01-29,New Probable 2021-01-30,New Probable 2021-01-31,New Probable 2021-02-01,New Probable 2021-02-02,New Probable 2021-02-03,New Probable 2021-02-04,New Probable 2021-02-05,New Probable 2021-02-06,New Probable 2021-02-07,New Probable 2021-02-08,New Probable 2021-02-09,New Probable 2021-02-10,New Probable 2021-02-11,New Probable 2021-02-12,New Probable 2021-02-13,New Probable 2021-02-14,New Probable 2021-02-15,New Probable 2021-02-16,New Probable 2021-02-17,New Probable 2021-02-18,New Probable 2021-02-19,New Probable 2021-02-20,New Probable 2021-02-21,New Probable 2021-02-22,New Probable 2021-02-23,New Probable 2021-02-24,New Probable 2021-02-25,New Probable 2021-02-26,New Probable 2021-02-27,New Probable 2021-02-28,New Probable 2021-03-01,New Probable 2021-03-02,New Probable 2021-03-03,New Probable 2021-03-04,New Probable 2021-03-05,New Probable 2021-03-06,New Probable 2021-03-07,New Probable 2021-03-08,New Probable 2021-03-09,New Probable 2021-03-10,New Probable 2021-03-11,New Probable 2021-03-12,New Probable 2021-03-13,New Probable 2021-03-14,New Probable 2021-03-15,New Probable 2021-03-16,New Probable 2021-03-17,New Probable 2021-03-18,New Probable 2021-03-19,New Probable 2021-03-20,New Probable 2021-03-21,New Probable 2021-03-22,New Probable 2021-03-23,New Probable 2021-03-24,New Probable 2021-03-25,New Probable 2021-03-26,New Probable 2021-03-27,New Probable 2021-03-28,New Probable 2021-03-29,New Probable 2021-03-30,New Probable 2021-03-31,New Probable 2021-04-01,New Probable 2021-04-02,New Probable 2021-04-03,New Probable 2021-04-04,New Probable 2021-04-05,New Probable 2021-04-06,New Probable 2021-04-07,New Probable 2021-04-08,New Probable 2021-04-09,New Probable 2021-04-10,New Probable 2021-04-11,New Probable 2021-04-12,New Probable 2021-04-13,New Probable 2021-04-14,New Probable 2021-04-15,New Probable 2021-04-16,New Probable 2021-04-17,New Probable 2021-04-18,New Probable 2021-04-19,New Probable 2021-04-20,New Probable 2021-04-21,New Probable 2021-04-22,New Probable 2021-04-23,New Probable 2021-04-24,New Probable 2021-04-25,New Probable 2021-04-26,New Probable 2021-04-27,New Probable 2021-04-28,New Probable 2021-04-29,New Probable 2021-04-30,New Probable 2021-05-01,New Probable 2021-05-02,New Probable 2021-05-03,New Probable 2021-05-04,New Probable 2021-05-05,New Probable 2021-05-06,New Probable 2021-05-07,New Probable 2021-05-08,New Probable 2021-05-09,New Probable 2021-05-10,New Probable 2021-05-11,New Probable 2021-05-12,New Probable 2021-05-13,New Probable 2021-05-14,New Probable 2021-05-15,New Probable 2021-05-16,New Probable 2021-05-17,New Probable 2021-05-18,New Probable 2021-05-19,New Probable 2021-05-20,New Probable 2021-05-21,New Probable 2021-05-22,New Probable 2021-05-23,New Probable 2021-05-24,New Probable 2021-05-25,New Probable 2021-05-26,New Probable 2021-05-27,New Probable 2021-05-28,New Probable 2021-05-29,New Probable 2021-05-30,New Probable 2021-05-31,New Probable 2021-06-01,New Probable 2021-06-02,New Probable 2021-06-03,New Probable 2021-06-04,New Probable 2021-06-05,New Probable 2021-06-06,New Probable 2021-06-07,New Probable 2021-06-08,New Probable 2021-06-09,New Probable 2021-06-10,New Probable 2021-06-11,New Probable 2021-06-12,New Probable 2021-06-13,New Probable 2021-06-14,New Probable 2021-06-15,New Probable 2021-06-16,New Probable 2021-06-17,New Probable 2021-06-18,New Probable 2021-06-19,New Probable 2021-06-20,New Probable 2021-06-21,New Probable 2021-06-22,New Probable 2021-06-23,New Probable 2021-06-24,New Probable 2021-06-25,New Probable 2021-06-26,New Probable 2021-06-27,New Probable 2021-06-28,New Probable 2021-06-29,New Probable 2021-06-30,New Probable 2021-07-01,New Probable 2021-07-02,New Probable 2021-07-03,New Probable 2021-07-04,New Probable 2021-07-05,New Probable 2021-07-06,New Probable 2021-07-07,New Probable 2021-07-08,New Probable 2021-07-09,New Probable 2021-07-10,New Probable 2021-07-11,New Probable 2021-07-12,New Probable 2021-07-13,New Probable 2021-07-14,New Probable 2021-07-15,New Probable 2021-07-16,New Probable 2021-07-17,New Probable 2021-07-18,New Probable 2021-07-19,New Probable 2021-07-20,New Probable 2021-07-21,New Probable 2021-07-22,New Probable 2021-07-23,New Probable 2021-07-24,New Probable 2021-07-25,New Probable 2021-07-26,New Probable 2021-07-27,New Probable 2021-07-28,New Probable 2021-07-29,New Probable 2021-07-30,New Probable 2021-07-31,New Probable 2021-08-01,New Probable 2021-08-02,New Probable 2021-08-03,New Probable 2021-08-04,New Probable 2021-08-05,New Probable 2021-08-06,New Probable 2021-08-07,New Probable 2021-08-08,New Probable 2021-08-09,New Probable 2021-08-10
Comanche,0,0,2,0,0,2,0,0,0,2,1,0,1,1,0,0,0,0,1,0,2,0,0,2,0,1,0,0,0,0,0,1,3,-1,1,0,0,45,1,4,18,0,0,0,7,0,0,19,0,0,0,2,10,0,0,0,2,0,2,1,3,0,0,0,0,3,1,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,2,1,1,0,0,0,1,0,0,0,0,0,2
Concho,0,0,0,0,0,2,1,0,0,0,6,2,5,0,0,0,2,1,3,2,1,0,0,0,3,0,0,0,0,0,0,3,1,1,-1,0,0,0,2,1,1,0,18,0,4,1,1,0,0,0,0,3,1,1,0,1,0,1,3,4,1,0,0,3,0,0,13,5,0,1,0,0,1,-1,0,2,3,0,0,0,1,0,2,1,0,0,19,2,1,0,10,1,0,-3,0,1,-1,-1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,-1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0,-1,0,0,0,0,-1,-1,0,-1,0,2,0,0,1,0,-1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,1,2,0,1,0,0,3,0,0,4,-2,0,0,-1,0,0,1,0,0,0,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,4,1,1,0,0,0
Cooke,0,0,4,4,4,0,0,0,0,0,0,0,5,4,0,0,3,4,3,7,9,0,0,5,1,11,0,0,0,0,0,14,5,-4,0,0,0,6,2,13,2,8,0,0,3,8,2,3,4,0,0,9,0,1,0,0,6,0,2,0,0,0,0,0,0,20,6,0,4,2,0,0,10,5,4,1,2,0,0,0,6,5,1,8,0,0,3,2,2,9,1,0,0,1,5,5,2,0,0,0,0,0,2,0,1,0,0,0,5,0,0,1,0,0,0,2,1,1,2,0,0,1,1,0,0,0,0,0,1,1,2,2,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,2,0,0,1,0,3,9,3,0,0,1,3,6,6,6,0,0,4
Coryell,0,0,0,1,3,1,1,0,0,0,0,2,0,1,0,0,1,0,4,1,1,0,0,1,1,5,0,0,0,0,3,5,0,0,3,2,0,1,1,2,1,2,0,0,0,1,1,3,2,0,0,10,2,0,0,0,0,0,5,0,1,2,0,0,0,2,2,0,0,4,0,0,0,3,1,0,4,1,0,0,3,2,1,2,0,0,0,0,0,5,1,0,10,1,1,7,1,1,0,0,9,1,3,5,1,0,0,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,1,0,0,2,0,1,0,1,0,2,0,-1,0,0,1,0,0,0,2,0,0,1,0,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,-1,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,2,0,2,0,3,0,0,0,4,0,2,0,0,2,0,2,1,3,1,0,3,2,6,4,2,16,0,3,0
Cottle,0,0,2,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crane,0,0,2,3,6,4,3,0,0,0,19,9,8,11,0,0,15,0,6,1,0,0,0,0,8,0,1,0,0,0,0,13,0,3,4,0,0,3,2,1,1,-2,0,0,5,0,1,1,7,0,0,3,5,2,-1,0,0,0,1,4,6,3,0,1,0,0,75,-68,2,2,0,0,6,0,0,1,2,0,0,3,2,2,0,3,1,0,-14,3,0,3,1,0,0,0,-2,4,-1,-6,0,0,0,1,2,2,0,0,1,0,-3,0,0,0,0,-1,0,4,-1,0,1,-2,0,0,0,-4,0,1,0,0,2,9,-4,0,0,0,0,0,0,1,2,-1,0,0,1,0,1,0,0,0,0,2,0,1,1,0,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,2,4,1,0,0,0,0,0,1,0,0,0,0,2,2,1,2,0,0,0,0,4,-1,0,2,1,0,2,7,7,1,1,0,0,0
Crockett,0,0,1,4,8,7,6,0,0,0,13,13,5,8,0,0,3,1,11,0,2,0,0,0,3,0,6,0,0,0,0,10,1,5,0,7,0,3,8,1,2,0,7,0,6,2,5,0,1,0,0,7,5,0,2,0,0,2,2,6,4,1,0,3,0,0,15,1,2,0,0,0,7,1,0,3,4,0,0,4,4,1,0,2,0,0,10,8,3,5,2,5,3,0,19,8,0,-5,0,0,3,5,7,3,2,0,2,0,0,0,1,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,5,1,0,0,1,3,0,-1,2,1,0,0,0,0,0,2,2,0,0,1,0,0,0,0,2,0
Crosby,0,0,2,1,0,0,8,0,0,0,3,0,9,2,0,0,0,1,1,0,4,0,0,1,4,0,0,1,0,0,2,0,0,0,1,0,0,1,3,0,1,0,0,0,2,1,1,1,1,0,0,0,3,1,0,0,0,0,0,2,2,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,2,4,0,3,0,0,0,3,14,0,0,3,0,0,0,4,1,0,1,0,0,2,-1,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,0,0,2,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-2,0,0,0,0,1,-1,0,4,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,2,0,0,-2,3,0,-1,0,0,0,0,-1,0,-1,1,0,0,0,0,0,0,0,0,0,-2,0,0,-1,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,-1,0,0,0,0,4,0,4,0,4,0,0,1,2,3,-3,0,0,0,4
Culberson,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dallam,0,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,0,0,0,0,2,0,0,5,2,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-7,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-1,0,1,0,0,1,-1,-22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,-4,-4,0,1,0,0,0,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,1,4,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,1,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,-1
Dallas,137,46,1040,121,179,267,402,222,41,153,134,378,397,268,89,177,136,188,161,56,328,442,51,20,200,183,0,0,243,220,18,83,233,485,257,264,65,57,245,258,371,496,442,259,180,398,496,406,310,0,702,159,278,677,0,0,299,0,695,247,327,356,0,0,684,150,231,610,383,281,901,259,54,570,405,197,664,377,66,0,238,272,566,222,395,103,222,361,274,258,315,237,300,106,133,340,360,271,167,189,210,116,213,189,305,170,140,85,126,31,56,98,78,44,78,112,282,126,199,154,0,83,162,401,382,135,171,0,76,174,0,249,114,32,0,195,90,33,69,144,49,0,127,77,95,150,1259,213,0,221,196,198,136,112,101,0,138,60,122,29,72,54,0,90,110,61,62,61,101,0,108,45,141,41,72,36,0,103,43,120,74,75,44,0,84,61,83,43,118,9,0,61,26,78,104,16,27,0,119,15,53,19,40,25,0,30,83,0,142,16,0,0,0,15,93,29,13,6,0,0,63,34,40,13,0,0,15,58,54,11,82,12,0,10,10,59,32,27,0,0,38,90,0,77,34,0,0,0,70,54,84,61,0,0,36,173,31,71,18,0,0,106,144,113,52,106,0,0,89,157,242,84,76,0,0,141,183,142,132,96,0,0,78
Dawson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deaf Smith,0,0,8,2,2,0,13,0,0,0,7,0,10,10,0,0,4,15,9,14,9,0,0,11,1,6,0,21,0,0,16,7,16,10,12,0,0,17,13,2,18,2,0,0,1,3,5,2,1,0,0,1,6,-1,0,0,0,0,1,9,1,-2,0,0,0,3,4,8,4,1,0,0,-1,6,6,0,4,0,0,-2,0,-1,16,4,0,0,5,1,1,0,6,0,0,1,0,0,2,2,0,0,3,4,3,3,2,0,0,0,0,0,0,4,0,0,2,0,1,-4,-1,0,0,1,-1,0,-2,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,-2,-1,3,0,0,0,0,0,0,-4,0,0,0,3,1,3,0,-2,0,0,5,-1,1,2,10,0,0,-2,0,0,2,0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-2,3,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,0,0,0,0,0,-2,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,2,0,-2,0,0,1,-1,7,1,0,0,0,1
Delta,0,0,0,0,1,0,0,0,0,1,1,1,1,0,3,0,0,0,0,2,0,1,0,1,1,0,0,0,0,1,0,4,2,-1,3,0,1,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,2,2,0,0,1,0,0,1,4,0,0,-1,1,19,0,1,-1,4,0,0,0,4,0,2,2,0,0,1,2,0,0,1,7,2,2,0,1,0,0,0,0,1,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,5,0,2,-1,0,0,2
Denton,23,0,76,87,57,56,43,18,0,86,30,89,55,50,40,0,64,53,46,52,101,68,0,152,109,99,0,55,35,0,71,158,132,90,97,62,0,94,100,93,68,162,55,0,157,145,158,208,195,184,0,273,158,262,0,0,102,0,79,201,0,234,0,118,0,51,143,168,174,180,103,0,82,116,147,157,125,176,0,0,325,273,201,184,57,0,253,259,211,261,259,123,0,214,233,210,179,208,159,0,209,270,257,269,188,127,0,0,0,0,0,0,0,0,472,291,185,136,211,165,0,304,215,281,259,237,140,0,290,214,259,283,145,16,0,130,47,29,69,57,0,0,55,68,27,21,47,0,0,75,43,69,28,0,0,0,62,60,37,35,30,0,0,87,66,0,88,71,0,0,73,57,30,25,18,0,0,57,70,39,28,42,0,0,55,44,58,49,25,0,0,35,55,34,22,29,0,0,37,32,22,12,12,0,0,50,35,24,15,7,0,0,0,53,34,13,15,0,0,22,23,15,4,9,0,0,34,20,7,24,8,0,0,18,9,14,9,19,0,0,28,21,8,12,14,0,0,0,26,30,23,24,0,0,50,52,42,17,61,0,0,32,92,94,71,20,0,0,52,46,73,65,36,0,0,68,38,35,27,69,0,0,216
DeWitt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dickens,0,0,0,1,-1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,3,0,0,1,0,0,2,-1,0,0,1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,4,1,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,-1,0,0,0,0,0,1,0,0,0,-1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,-2,0,0,0,0,0,0
Dimmit,0,0,2,7,0,2,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,-1,0,0,0,1,8,0,3,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,1,1,0,0,0,2,8,1,4,1,0,0,0,9,0,2,1,0,0,0,6,-1,0,4,0,0,5,4,0,5,9,0,0,0,5,2,6,2,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,5,4,2,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,2,0,0,-1,1,3,0,11,0,0,0,17,0,4,0,0,0,0,20,0,10,0,0,0,6,7,15,0,0,0,0,0,32,2,0,13,0,0,0,42,0,0,0,0,0,-1,0,0,-7,3,0,5,0,0,0,0,0,0,0,6,0,0,-9,0,0,0,5,1,0,0,0,0,0,6,0,0,4,0,0,0,0,7,5,0,0,0,0,4,4,8,0,3,0,0,1,1,0,0,0,0,0,0,0,8,0,28,0,0,13,0,0,0,0,0,0,0,6,0,0,1,0,0,2,2,0,0,1,0,0,0,0,36,10,0,0,0,1,0,1,0,0,0,0,0,2,9,1,0,0,0,5
